name,oblast,latitude,longitude
Делень,Одеська область,45.9153,29.1966
Дийда,Закарпатська область,48.2182,22.5721
Давидівка,Чернівецька область,48.138,25.5468
Дашів,Вінницька область,49.0035,29.4397
Дашава,Львівська область,49.2648,24.0169
Дачне,Автономна республіка Крим,44.8845,34.9833
Чоп,Закарпатська область,48.4316,22.2045
Чомонин,Закарпатська область,48.4019,22.4608
Чішки,Львівська область,49.9913,24.946
Чинадійово,Закарпатська область,48.4867,22.8337
Чигирин,Черкаська область,49.0804,32.6608
Знам’янка,Одеська область,47.0167,30.2949
Заводське,Полтавська область,50.4006,33.4012
Старе Село,Сумська область,50.826,34.8093
Червоногригорівка,Дніпропетровська область,47.6191,34.5378
Кубей,Одеська область,45.7913,28.7446
Нова Знам’янка,Полтавська область,49.1546,33.4069
Слобода,Черкаська область,49.3728,32.1574
Чернятин,Івано-Франківська область,48.6603,25.4483
Чорнянка,Херсонська область,46.6517,33.3596
Чорнухине,Луганська область,48.3228,38.5174
Чорнухи,Полтавська область,50.2682,32.936
Чорнотисів,Закарпатська область,48.077,23.054
Чорнолізці,Івано-Франківська область,48.8322,24.8988
Чорногузи,Чернівецька область,48.2713,25.2289
Чорнобай,Черкаська область,49.6707,32.3236
